##Sample=contains best values from all samples: Colo829BL-ready, Colo829-ready, Horizon-ready
#Chr	Start	End	Size	Gene	Strand	Feature	Biotype	Min depth	Ave depth	Std dev	W/n 20% of ave depth	1x	5x	10x	25x	50x	100x	500x	1000x	5000x	10000x	50000x
chr3	69788585	70017488	1800	MITF	+	Whole-Gene	protein_coding	0	0.0377777777778	0.386890101472	0	9.44444444444e-05	0	0	0	0	0	0	0	0	0	0
chr3	89156673	89531284	2883	EPHA3	+	Whole-Gene	protein_coding	7261	14725.3735692	2600.30909166	0.00803329864724	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00953173777315	0
chr3	121150277	121264853	7773	POLQ	.	Whole-Gene	protein_coding	3066	14106.6096745	3795.27224034	0.00599897079635	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00988035507526	0.00879711822977	0
chr3	138372859	138553780	3228	PIK3CB	.	Whole-Gene	protein_coding	0	1.11524163569	6.09083274512	0	0.000551425030979	0.000343866171004	0.000337670384139	0.000281908302354	0	0	0	0	0	0	0
chr3	142168076	142297668	8007	ATR	.	Whole-Gene	protein_coding	3232	12521.6936431	2951.76176522	0.00631447483452	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0099388035469	0.00810041213938	0
chr3	168801286	169381406	3816	MECOM	.	Whole-Gene	protein_coding	8853	13389.3600629	3715.92047715	0.00611373165618	0.00994496855346	0.00994496855346	0.00994496855346	0.00994496855346	0.00993448637317	0.0097641509434	0.0097641509434	0.0097641509434	0.0097641509434	0.00854821802935	0
chr3	176737142	176915261	1545	TBL1XR1	.	Whole-Gene	protein_coding	4348	12848.7579288	4076.53615618	0.0043430420712	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00963754045307	0.00745631067961	0
chr3	178865901	178957881	3209	PIK3CA	+	Whole-Gene	protein_coding	4623	14826.5060767	4359.9522866	0.00541913368651	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00999376752883	0.00855718292303	0
chr3	186500993	186507689	1227	EIF4A2	+	Whole-Gene	protein_coding	9496	16831.0529747	2898.17520892	0.00786471067645	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0099511002445	0
chr4	1385339	1389780	1341	CRIPAK	+	Whole-Gene	protein_coding	13311	25303.9254288	4397.60821124	0.00768083519761	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
chr4	1795033	1810599	2578	FGFR3	+	Whole-Gene	protein_coding	7227	18725.4852599	4261.30318951	0.0077501939488	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00978277734678	0
chr4	55095263	55164414	3374	PDGFRA	+	Whole-Gene	protein_coding	4966	13946.301719	3595.26948834	0.00653526970954	0.0098132780083	0.0098132780083	0.0098132780083	0.0098132780083	0.0098132780083	0.0098132780083	0.0098132780083	0.0098132780083	0.00981031416716	0.00900414937759	0
chr4	55524084	55606881	2931	KIT	+	Whole-Gene	protein_coding	5748	14466.4605937	3239.8309893	0.00716137836916	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00937222790856	0
chr4	55944643	55991756	4071	KDR	.	Whole-Gene	protein_coding	0	1.61213461066	9.84481105601	0	0.000311962662736	0.000294767870302	0.000294767870302	0.000235814296242	0.00012036354704	0	0	0	0	0	0
chr4	84382091	84444501	1452	FAM175A	.	Whole-Gene	protein_coding	0	2.71418732782	8.30978992737	0.000371900826446	0.00177685950413	0.00151515151515	0.000654269972452	0.000454545454545	0	0	0	0	0	0	0
chr4	106067031	106200973	6038	TET2	+	Whole-Gene	protein_coding	5631	17592.0263332	3851.25492551	0.00679364027824	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00960748592249	0
chr4	153242409	153457253	2618	FBXW7	.	Whole-Gene	protein_coding	2925	16248.5488923	4534.17239445	0.00647058823529	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00993124522536	0.00873949579832	0
chr5	38475064	38608456	3294	LIFR	.	Whole-Gene	protein_coding	1480	13799.8421372	4436.2932492	0.00377049180328	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00976017000607	0.00761991499696	0
chr5	38938020	39074510	5199	RICTOR	.	Whole-Gene	protein_coding	0	0.0219272937103	0.205474361226	0	0.000115406809002	0	0	0	0	0	0	0	0	0	0
chr5	40759480	40798476	1780	PRKAA1	.	Whole-Gene	protein_coding	0	0.0179775280899	0.179613691423	0	0.00014606741573	0	0	0	0	0	0	0	0	0	0
chr5	56111400	56191979	4539	MAP3K1	+	Whole-Gene	protein_coding	4837	14008.6479401	3439.28564398	0.00614452522582	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00999559374312	0.00875082617317	0
chr5	67511547	67597649	2399	PIK3R1	+	Whole-Gene	protein_coding	3616	15252.6465194	4307.58187763	0.00574406002501	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00992913714048	0.00887869945811	0
chr5	86563704	86687748	3231	RASA1	+	Whole-Gene	protein_coding	0	0.174868461777	0.681406077892	0	0.000665428659858	0	0	0	0	0	0	0	0	0	0
chr5	112043194	112181936	8751	APC	+	Whole-Gene	protein_coding	2723	16102.1233002	4043.11248678	0.00601874071535	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00996114729745	0.00918637869958	0
chr5	170814119	170838141	894	NPM1	+	Whole-Gene	protein_coding	2263	11259.8814318	4438.97600848	0.00390380313199	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00903803131991	0.0058389261745	0
chr5	176513886	176525145	2483	FGFR4	+	Whole-Gene	protein_coding	0	12.600886025	31.4263644512	0.00049536850584	0.00346757954088	0.0024929520741	0.00187676198147	0.00154651631091	0.000793395086589	0.000596053161498	0	0	0	0	0
chr5	176560025	176727216	7435	NSD1	+	Whole-Gene	protein_coding	3762	14844.2889038	3716.01780554	0.0060645595158	0.00988702084734	0.00988702084734	0.00988702084734	0.00988702084734	0.00988702084734	0.00988702084734	0.00988702084734	0.00988702084734	0.00983725622058	0.00917417619368	0
chr6	26055967	26056699	642	HIST1H1C	.	Whole-Gene	protein_coding	7337	9596.46417445	1576.66378011	0.00895638629283	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00461059190031	0
chr6	26158348	26171577	381	HIST1H2BD	+	Whole-Gene	protein_coding	15365	18690.6167979	1875.18976401	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
chr6	36644304	36655116	597	CDKN1A	+	Whole-Gene	protein_coding	13435	18132.5644891	2246.30537432	0.0099162479062	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
chr6	41902670	42018095	1031	CCND3	.	Whole-Gene	protein_coding	0	0.198836081474	0.610479612456	0	0.0009796314258	9.69932104753e-06	0	0	0	0	0	0	0	0	0
chr6	117609462	117747018	7078	ROS1	.	Whole-Gene	protein_coding	0	0.0402656117547	0.532833291798	0	0.00028539135349	4.37976829613e-05	0	0	0	0	0	0	0	0	0
chr6	151977825	152450754	1871	ESR1	+	Whole-Gene	protein_coding	0	0.957776590059	2.77151120732	0	0.00106894708712	0.00106894708712	5.3447354356e-06	0	0	0	0	0	0	0	0
chr6	157099062	157531913	7273	ARID1B	+	Whole-Gene	protein_coding	0	91.4984188093	364.478265733	7.42472157294e-05	0.00236491131583	0.00157294101471	0.00126770246116	0.00117970576103	0.00111645813282	0.00102708648426	0.000633851230579	0.000235116183143	0	0	0
chr7	6414153	6443608	636	RAC1	+	Whole-Gene	protein_coding	0	0.264150943396	0.993392194799	0	0.000660377358491	0	0	0	0	0	0	0	0	0	0
chr7	26191859	26226745	2133	NFE2L3	+	Whole-Gene	protein_coding	5442	20268.0375059	4721.82922794	0.00628223159869	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00957805907173	0
chr7	55086713	55324313	4084	EGFR	+	Whole-Gene	protein_coding	6568	21132.9458864	4703.05278071	0.0059818805093	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00995592556317	0
chr7	81328321	81399754	2280	HGF	.	Whole-Gene	protein_coding	7064	17824.7881579	4306.12400728	0.0060701754386	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00964912280702	0
chr7	92234234	92465908	981	CDK6	.	Whole-Gene	protein_coding	0	0.832823649337	3.56769156707	0	0.000978593272171	0.000509683995923	0.000509683995923	0	0	0	0	0	0	0	0
chr7	106505722	106547590	3309	PIK3CG	+	Whole-Gene	protein_coding	9056	23802.4983379	4357.0603564	0.00762163795709	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00997884557268	0
chr7	116312443	116438440	4096	MET	+	Whole-Gene	protein_coding	0	1.005859375	3.68491233939	0	0.000810546875	0.000810546875	0.000439453125	0	0	0	0	0	0	0	0
chr7	140419126	140624564	2324	BRAF	.	Whole-Gene	protein_coding	4278	17085.9724613	4424.79360324	0.0043760757315	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00998709122203	0.00938468158348	0
chr7	142552791	142568847	3066	EPHB6	+	Whole-Gene	protein_coding	11163	23916.6532942	4275.75604208	0.00775929549902	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
chr7	148504474	148581413	2277	EZH2	.	Whole-Gene	protein_coding	5510	20227.2779974	5414.27764659	0.0066534914361	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00947738252086	0
chr7	151832009	152133090	14547	KMT2C	.	Whole-Gene	protein_coding	2685	24085.248986	12454.2240664	0.00559634288857	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00997112806764	0.00985976489998	0.000373960266722
chr8	22545171	22550815	1217	EGR3	.	Whole-Gene	protein_coding	17908	22492.0994248	2890.4300853	0.00953163516845	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
chr8	26149006	26230196	1263	PPP2R2A	+	Whole-Gene	protein_coding	0	0.0593824228029	0.236339058695	0	0.000593824228029	0	0	0	0	0	0	0	0	0	0
chr8	38268655	38326352	2698	FGFR1	.	Whole-Gene	protein_coding	14	5.61156412157	15.8281743807	0.000111193476649	0.00255374351371	0.00243513713862	0.00164936990363	0.000845070422535	0.000355819125278	0	0	0	0	0	0
chr8	55370494	55373448	1245	SOX17	+	Whole-Gene	protein_coding	12088	17860.7180723	2104.39839022	0.0090281124498	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
chr8	117858173	117887105	1896	RAD21	.	Whole-Gene	protein_coding	3945	16701.185654	4162.70535223	0.00571729957806	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00997362869198	0.00934071729958	0
chr8	128747679	128753674	280	MYC	+	Whole-Gene	protein_coding	0	1.07142857143	1.43747227125	0	0.00357142857143	0	0	0	0	0	0	0	0	0	0
chr8	144939496	144952632	7263	EPPK1	.	Whole-Gene	protein_coding	1690	35343.7920969	37698.6858715	0.00299049979347	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0099463031805	0.00991876634999	0.000762770205149
chr9	21967750	21995300	927	CDKN2A	.	Whole-Gene	protein_coding	9019	16048.0690399	3011.09221846	0.00700107874865	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00989212513484	0
chr9	22002901	22009362	498	CDKN2B	.	Whole-Gene	protein_coding	0	6826.18875502	7166.37760885	0.000622489959839	0.00524096385542	0.00524096385542	0.00524096385542	0.00524096385542	0.00524096385542	0.00524096385542	0.00524096385542	0.00524096385542	0.00491967871486	0.00393574297189	0
chr9	80331002	80646374	1129	GNAQ	.	Whole-Gene	protein_coding	0	3.82462356067	12.9950346675	0	0.000797165633304	0.000797165633304	0.000797165633304	0.000797165633304	0	0	0	0	0	0	0
chr9	120466609	120479149	2520	TLR4	+	Whole-Gene	protein_coding	7449	13968.2698413	3115.02129579	0.00667857142857	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00938492063492	0
chr9	135766734	135820020	3567	TSC1	.	Whole-Gene	protein_coding	0	1.17185309784	6.09760012104	0	0.000370058873003	0.000367255396692	0.000367255396692	0.000350434538828	0	0	0	0	0	0	0
chr9	139388895	139440314	7668	NOTCH1	.	Whole-Gene	protein_coding	9048	21812.8630673	3486.63128915	0.00820552947314	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00995174752217	0
chrX	40944887	41095832	7713	USP9X	+	Whole-Gene	protein_coding	2597	8859.52677298	2217.8939969	0.00536885777259	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00968494749125	0.00332814728381	0
chrX	44732756	44971847	4470	KDM6A	+	Whole-Gene	protein_coding	6762	8049.18501119	2801.9664073	0.00473378076063	0.0098836689038	0.00975838926174	0.00975838926174	0.00975838926174	0.00975838926174	0.00975838926174	0.00975838926174	0.00975838926174	0.00902237136465	0.00236017897092	0
chrX	47004267	47046212	2793	RBM10	+	Whole-Gene	protein_coding	0	1.26029359112	3.16350964188	0	0.00152524167562	0.00128535624776	0.000680272108844	0	0	0	0	0	0	0	0
chrX	47420515	47431307	1689	ARAF	+	Whole-Gene	protein_coding	0	2.3730017762	5.61340951816	0.000592066311427	0.00258140911782	0.00140319715808	0.00134991119005	0	0	0	0	0	0	0	0
chrX	53220502	53254604	4777	KDM5C	.	Whole-Gene	protein_coding	6599	14756.4163701	2441.52974285	0.0077266066569	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00962319447352	0
chrX	53401069	53449677	3802	SMC1A	.	Whole-Gene	protein_coding	4811	14987.905839	3262.73960342	0.00712782745923	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00994739610731	0.00931614939506	0
chrX	63404996	63425624	3466	AMER1	.	Whole-Gene	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	66764464	66950461	2712	AR	+	Whole-Gene	protein_coding	3911	12738.6449115	2841.3123097	0.00657817109145	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00986356932153	0.00841076696165	0
chrX	70586113	70752224	5864	TAF1	+	Whole-Gene	protein_coding	3918	13259.7005457	2894.15230428	0.0062653478854	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0099693042292	0.00844474761255	0
chrX	76760355	77041702	7543	ATRX	.	Whole-Gene	protein_coding	2212	10402.2330638	2946.57121913	0.00530955853109	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00951743338194	0.00591011533872	0
chrX	123094061	123556514	3807	STAG2	+	Whole-Gene	protein_coding	1789	11626.046756	3505.48739102	0.00418177042291	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00959285526661	0.00657998423956	0
chrX	133507282	133562820	1207	PHF6	+	Whole-Gene	protein_coding	3840	11292.5691798	3026.66954181	0.00536868268434	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00990057995029	0.00642087821044	0
chrY	2654895	2655740	608	SRY	.	Whole-Gene	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
